CCSDS_STREAMID,CCSDS_SEQUENCE,CCSDS_LENGTH,CCSDS_SECONDS,CCSDS_SUBSECS,CCSDS_SPARE,GPS_WEEKS,GPS_SECONDS,GPS_FRAC_SECS,ECEF_X,ECEF_Y,ECEF_Z,VEL_X,VEL_Y,VEL_Z,LAT,LON,ALT
2161,49442,83,90,25559,0,341,150308,0.734,-2500000,-6278000,526200,4117,-1129,6013,3.718213531,-112.2493439,399963.6875
2161,49443,83,90,41943,0,341,150308,0.984,-2499000,-6278000,527600,4118,-1128,6013,3.718193531,-112.2493439,399963.6875
2161,49444,83,90,58327,0,341,150309,0.234,-2498000,-6278000,529100,4119,-1126,6013,3.718193531,-112.2493139,399963.6875
2161,49445,83,91,9175,0,341,150309,0.484,-2497000,-6279000,530600,4120,-1124,6013,3.718213531,-112.2493139,399963.6875
2161,49446,83,91,25559,0,341,150309,0.734,-2496000,-6279000,532100,4120,-1122,6012,3.718213531,-112.2493439,399963.6875
2161,49447,83,91,41943,0,341,150309,0.984,-2495000,-6279000,533600,4121,-1120,6012,3.718193531,-112.2493439,399963.6875
2161,49448,83,91,58327,0,341,150310,0.234,-2494000,-6280000,535100,4122,-1118,6012,3.718193531,-112.2493139,399963.6875
2161,49449,83,92,9175,0,341,150310,0.484,-2493000,-6280000,536600,4123,-1116,6012,3.718213531,-112.2493139,399963.6875
2161,49450,83,92,25559,0,341,150310,0.734,-2492000,-6280000,538100,4123,-1115,6012,3.718213531,-112.2493439,399963.6875
2161,49451,83,92,41943,0,341,150310,0.984,-2491000,-6280000,539500,4124,-1113,6012,3.718193531,-112.2493439,399963.6875
2161,49452,83,92,58327,0,341,150311,0.234,-2490000,-6281000,541000,4125,-1111,6011,3.718193531,-112.2493139,399963.6875
2161,49453,83,93,9175,0,341,150311,0.484,-2489000,-6281000,542500,4126,-1109,6011,3.718213531,-112.2493139,399963.6875
2161,49454,83,93,26214,0,341,150311,0.734,-2488000,-6281000,544000,4126,-1107,6011,3.718213531,-112.2493439,399963.6875
2161,49455,83,93,42598,0,341,150311,0.984,-2487000,-6281000,545500,4127,-1105,6011,3.718193531,-112.2493439,399963.6875
2161,49456,83,93,58982,0,341,150311,0.984,-2487000,-6281000,545500,4127,-1105,6011,4.657956123,-111.5919418,399914.8438
2161,49457,83,94,26214,0,341,150312,0.984,-2483000,-6283000,551400,4130,-1098,6010,4.657956123,-111.5919418,399914.8438
2161,49458,83,94,42598,0,341,150313,0.234,-2482000,-6283000,552900,4131,-1096,6010,4.657956123,-111.5919418,399914.8438
2161,49459,83,94,58982,0,341,150313,0.484,-2481000,-6283000,554400,4132,-1094,6010,4.657956123,-111.5919418,399914.8438
2161,49460,83,95,9830,0,341,150313,0.734,-2480000,-6283000,555900,4133,-1092,6010,4.657956123,-111.5919418,399914.8438
2161,49461,83,95,26214,0,341,150313,0.984,-2479000,-6284000,557400,4133,-1090,6009,4.657956123,-111.5919418,399914.8438
2161,49462,83,95,42598,0,341,150314,0.234,-2478000,-6284000,558900,4134,-1089,6009,4.657956123,-111.5919418,399914.8438
2161,49463,83,95,58982,0,341,150314,0.484,-2477000,-6284000,560400,4135,-1087,6009,4.657956123,-111.5919418,399914.8438
2161,49464,83,96,9830,0,341,150314,0.734,-2476000,-6284000,561900,4136,-1085,6009,4.657956123,-111.5919418,399914.8438
2161,49465,83,96,26214,0,341,150314,0.984,-2475000,-6285000,563300,4136,-1083,6009,4.657956123,-111.5919418,399914.8438
2161,49466,83,96,42598,0,341,150315,0.234,-2474000,-6285000,564800,4137,-1081,6009,4.657956123,-111.5919418,399914.8438
2161,49467,83,96,58982,0,341,150315,0.484,-2473000,-6285000,566300,4138,-1079,6008,4.657956123,-111.5919418,399914.8438
2161,49468,83,97,9830,0,341,150315,0.734,-2472000,-6286000,567800,4138,-1078,6008,4.657956123,-111.5919418,399914.8438
2161,49469,83,97,26869,0,341,150315,0.984,-2471000,-6286000,569300,4139,-1076,6008,4.657956123,-111.5919418,399914.8438
2161,49470,83,97,43253,0,341,150316,0.234,-2470000,-6286000,570800,4140,-1074,6008,4.657956123,-111.5919418,399914.8438
2161,49471,83,97,59637,0,341,150316,0.234,-2470000,-6286000,570800,4140,-1074,6008,4.873801231,-111.4405441,399902.7813
2161,49472,83,98,10485,0,341,150316,0.234,-2470000,-6286000,570800,4140,-1074,6008,4.886697769,-111.4315338,399897.4375
2161,49473,83,98,26869,0,341,150316,0.984,-2467000,-6287000,575200,4142,-1068,6007,4.886697769,-111.4315338,399897.4375
2161,49474,83,98,43253,0,341,150317,0.234,-2466000,-6287000,576700,4143,-1066,6007,4.886697769,-111.4315338,399897.4375
2161,49475,83,98,59637,0,341,150317,0.484,-2465000,-6287000,578200,4144,-1065,6007,4.886697769,-111.4315338,399897.4375
2161,49476,83,99,10485,0,341,150317,0.734,-2464000,-6288000,579700,4144,-1063,6007,4.886697769,-111.4315338,399897.4375
2161,49477,83,99,26869,0,341,150317,0.984,-2463000,-6288000,581200,4145,-1061,6007,4.886697769,-111.4315338,399897.4375
2161,49478,83,99,43253,0,341,150318,0.234,-2462000,-6288000,582600,4146,-1059,6006,4.886697769,-111.4315338,399897.4375
2161,49479,83,99,59637,0,341,150318,0.484,-2461000,-6288000,584200,4147,-1057,6006,4.886697769,-111.4315338,399897.4375
2161,49480,83,100,10485,0,341,150318,0.734,-2459000,-6289000,585600,4148,-1055,6006,4.886697769,-111.4315338,399897.4375
2161,49481,83,100,26869,0,341,150318,0.984,-2458000,-6289000,587100,4148,-1053,6006,4.886697769,-111.4315338,399897.4375
2161,49482,83,100,43253,0,341,150319,0.234,-2457000,-6289000,588600,4149,-1052,6006,4.886697769,-111.4315338,399897.4375
2161,49483,83,100,59637,0,341,150319,0.484,-2456000,-6289000,590100,4150,-1050,6005,4.886697769,-111.4315338,399897.4375
2161,49484,83,101,10485,0,341,150319,0.734,-2455000,-6290000,591600,4150,-1048,6005,4.886697769,-111.4315338,399897.4375
2161,49485,83,101,26869,0,341,150319,0.984,-2454000,-6290000,593000,4151,-1046,6005,4.886697769,-111.4315338,399897.4375
2161,49486,83,101,43253,0,341,150320,0.234,-2453000,-6290000,594600,4152,-1044,6005,4.886697769,-111.4315338,399897.4375
2161,49487,83,101,59637,0,341,150320,0.484,-2452000,-6290000,596000,4153,-1042,6005,4.886697769,-111.4315338,399897.4375
2161,49488,83,102,10485,0,341,150320,0.484,-2452000,-6290000,596000,4153,-1042,6005,5.08976841,-111.2889938,399889.125
2161,49489,83,102,26869,0,341,150320,0.984,-2450000,-6291000,599000,4154,-1039,6004,5.08976841,-111.2889938,399889.125
2161,49490,83,102,43253,0,341,150321,0.234,-2449000,-6291000,600500,4155,-1037,6004,5.08976841,-111.2889938,399889.125
2161,49491,83,102,59637,0,341,150321,0.484,-2448000,-6292000,602000,4156,-1035,6004,5.08976841,-111.2889938,399889.125
2161,49492,83,103,10485,0,341,150321,0.734,-2447000,-6292000,603500,4156,-1033,6004,5.08976841,-111.2889938,399889.125
2161,49493,83,103,26869,0,341,150321,0.984,-2446000,-6292000,604900,4157,-1031,6003,5.08976841,-111.2889938,399889.125
2161,49494,83,103,43253,0,341,150322,0.234,-2445000,-6292000,606400,4158,-1029,6003,5.08976841,-111.2889938,399889.125
2161,49495,83,103,59637,0,341,150322,0.484,-2444000,-6293000,607900,4159,-1027,6003,5.08976841,-111.2889938,399889.125
